Sample	posterior	likelihood	prior	treeLikelihood.H3N2	structuredCoalescent.t:H3N2	Ne.Hong_Kong	Ne.New_York	Ne.New_Zealand	b_migration.Hong_Kong_to_New_York	b_migration.Hong_Kong_to_New_Zealand	b_migration.New_York_to_Hong_Kong	b_migration.New_York_to_New_Zealand	b_migration.New_Zealand_to_Hong_Kong	b_migration.New_Zealand_to_New_York	clockRate.c:H3N2	kappa.s:H3N2	gammaShape.s:H3N2
1502500	-1944.901447942558	-1905.2365087112335	-39.66493923132443	-1905.2365087112335	-37.35477668421162	0.687629	0.857997	1.127219	0.480412	0.181471	3.120822	0.158177	0.113803	0.274416	0.005039544620088745	3.789317887130646	1.2467607579316662
1505000	-1942.148393128231	-1907.112290587836	-35.036102540394914	-1907.112290587836	-29.24631330058407	0.633421	0.449317	0.526509	1.813136	1.021724	1.665461	0.265544	3.047981	0.053555	0.004946214002956823	6.824161460196277	1.2467607579316662
1507500	-1939.7872524031513	-1911.5724920631503	-28.21476034000091	-1911.5724920631503	-23.352018070680987	0.196127	1.955153	0.606054	1.069743	1.024313	1.797015	0.029626	0.972853	0.119354	0.005108289787336634	6.824161460196277	1.2467607579316662
1510000	-1953.3517809868283	-1908.6770806706977	-44.67470031613058	-1908.6770806706977	-40.945375524695116	0.251653	1.453560	0.379938	2.699352	0.628621	0.245420	0.460374	1.356868	0.202787	0.004954957498852802	4.770342695325551	1.2467607579316662
1512500	-1934.2498239060608	-1902.5080523889314	-31.74177151712934	-1902.5080523889314	-27.21746857993393	0.331346	0.729809	0.763972	2.387404	0.593422	2.400373	0.404467	0.473648	0.299046	0.004912972499144456	4.991331253907551	1.2467607579316662
1515000	-1949.4279749727086	-1917.313556236823	-32.114418735885664	-1917.313556236823	-22.543374641617923	0.319595	2.625938	0.584641	2.438778	0.551586	6.920667	0.058933	0.438822	0.578547	0.005050735699777502	6.006832280263835	0.3047633795978597
1517500	-1949.4954991461816	-1911.190601626367	-38.30489751981455	-1911.190601626367	-33.103749760999904	0.320249	3.524276	0.287149	1.199372	0.559843	0.938396	0.018502	0.415907	1.350648	0.004805462417513977	6.006832280263835	0.13129357813399842
1520000	-1944.3338784190046	-1905.2379316966214	-39.09594672238305	-1905.2379316966214	-32.16411921798839	0.376825	7.620876	0.162580	0.304559	0.222727	1.510741	0.133337	2.132061	1.338192	0.005051087623536399	6.006832280263835	0.13129357813399842
1522500	-1952.4369082110975	-1906.3883891495614	-46.048519061536126	-1906.3883891495614	-36.88542719584781	0.352437	7.530137	0.331466	2.192135	0.594080	2.821419	0.739682	0.076219	0.899224	0.004834109506208134	3.6579424666577944	0.4684753200245767
1525000	-1950.1824079699984	-1905.079825577272	-45.10258239272642	-1905.079825577272	-36.681528277243835	0.604600	4.187688	0.480251	1.090111	0.524252	1.438994	0.948570	0.258457	2.722942	0.0048224307418044616	5.40985272904454	0.7972910296355546
1527500	-1951.7912955536383	-1910.3790607420365	-41.41223481160184	-1910.3790607420365	-34.782913103524024	2.939024	1.803421	0.182016	0.083601	0.553316	0.058070	2.150153	0.499142	0.913246	0.005209312649965883	5.40985272904454	0.5635944606654119
1530000	-1943.1874602803832	-1902.1074289028413	-41.080031377541815	-1902.1074289028413	-30.782626391243856	0.751683	4.664395	0.260597	0.064466	1.060294	0.013504	1.327928	0.998134	2.261592	0.004777462045786298	5.40985272904454	2.6076174115414195
1532500	-1938.5298560368315	-1904.665939119855	-33.86391691697644	-1904.665939119855	-30.035683123806933	0.747205	1.614766	0.324389	0.099385	1.981431	0.169149	1.334035	0.181218	1.197041	0.005049862244889993	5.40985272904454	1.4414151397930774
1535000	-1943.6946439868964	-1906.2522278715817	-37.442416115314764	-1906.2522278715817	-31.742578578643798	0.707304	1.327275	0.315365	0.085892	0.256067	2.134738	2.501635	0.645533	1.151436	0.0049666185868462364	6.831066218870832	1.5193870940739187
1537500	-1946.6764988356579	-1907.9003401956006	-38.7761586400572	-1907.9003401956006	-31.178517661811345	0.193664	4.830340	0.692135	1.548623	0.169535	0.953422	1.926508	0.227710	1.175850	0.004854894007562302	7.2016958361310355	0.43694631104240855
1540000	-1941.2529100557715	-1903.4751516661377	-37.77775838963394	-1903.4751516661377	-33.27988650345646	1.745432	0.250155	1.158844	2.994492	0.892090	0.921861	1.093264	0.274137	0.319400	0.005055148531771473	4.503254240597402	0.21193056715142908
1542500	-1939.406670116046	-1903.0935342116131	-36.313135904432734	-1903.0935342116131	-35.491331572729564	1.113800	0.786217	0.859026	0.863197	0.369534	1.073397	0.474703	0.442899	0.254667	0.0050593395233669	4.503254240597402	0.21193056715142908
1545000	-1952.0804259130084	-1908.8231912558708	-43.257234657137545	-1908.8231912558708	-36.77214624483198	3.847046	0.496541	0.784196	4.013557	0.506829	1.322116	0.211526	0.821549	0.049270	0.004915547989713339	4.60130802793962	0.3948014061506508
1547500	-1935.5289741755516	-1899.225562072206	-36.303412103345686	-1899.225562072206	-32.92611740788709	0.505465	0.736287	0.449434	0.222812	0.177622	2.982833	0.117325	0.825259	1.101944	0.005129748242616252	5.901489775536482	0.7215218143328149
1550000	-1948.7430889856607	-1911.3042174787581	-37.43887150690267	-1911.3042174787581	-32.7233021768774	1.002968	0.487990	1.050247	0.018524	0.064751	2.950132	2.098072	1.241579	0.420208	0.005025561961364884	5.901489775536482	0.7215218143328149
1552500	-1941.9655782312625	-1901.9159311031376	-40.049647128124825	-1901.9159311031376	-31.194880380943395	0.706885	2.170872	0.376211	0.984953	0.860871	2.594172	1.574774	0.361918	0.466997	0.005267852405668922	6.636925087322754	0.379638295945344
1555000	-1942.393330408074	-1910.1335314173884	-32.25979899068551	-1910.1335314173884	-31.696510204526525	0.399061	1.099450	0.320798	0.568490	0.748826	0.259277	0.414063	0.267502	0.967670	0.004957408040042354	6.636925087322754	0.379638295945344
1557500	-1938.767146790224	-1908.2667349080632	-30.500411882160726	-1908.2667349080632	-26.390012025626913	0.313288	6.446612	0.598649	0.518091	0.365714	1.190748	0.257093	0.182035	1.336626	0.004937104722660551	3.715441606806558	0.379638295945344
1560000	-1946.587892662226	-1909.492455314945	-37.09543734728127	-1909.492455314945	-31.264953701203662	0.841588	7.403837	0.274079	0.657768	0.342480	2.509521	0.145586	0.239156	0.809349	0.004986698213887336	5.038314284230572	0.379638295945344
1562500	-1944.4173562894664	-1910.0204324772783	-34.39692381218804	-1910.0204324772783	-30.440390382584955	0.221155	1.779928	0.326369	2.865384	0.754594	1.138382	0.315073	0.185596	0.546805	0.005098203270752709	5.268687183987037	0.379638295945344
1565000	-1938.7244191237028	-1908.2462536094936	-30.478165514209095	-1908.2462536094936	-25.847273448848103	0.311677	1.025258	0.195276	1.964057	0.494364	1.398639	0.186165	0.800343	2.383683	0.004987184942708663	6.72643540250613	0.379638295945344
1567500	-1941.746413542592	-1901.0076257199905	-40.738787822601665	-1901.0076257199905	-34.778517973158394	0.462642	2.328699	0.551090	0.978104	0.643698	2.316920	0.699824	0.036083	1.867612	0.004908668311947885	6.72643540250613	0.9142051514675119
1570000	-1942.98418926554	-1904.8251490178213	-38.15904024771866	-1904.8251490178213	-32.12138872533631	0.480450	2.690528	0.632666	0.712695	0.207983	2.633848	0.964506	0.291746	1.232734	0.0050633272328588445	6.72643540250613	1.3552411392872967
1572500	-1943.776721309277	-1906.9321548022742	-36.84456650700283	-1906.9321548022742	-30.815807739031456	0.687297	4.120897	0.271119	1.141937	0.710800	2.655082	0.352682	0.100100	0.964516	0.004908464970695851	6.72643540250613	0.24788317334988916
1575000	-1939.7006978337345	-1909.9081872930142	-29.79251054072035	-1909.9081872930142	-26.354936216562788	0.290599	1.732841	0.435601	0.918724	0.462473	3.223761	0.280109	0.194878	0.490863	0.005070940571518479	6.72643540250613	0.09594300522756455
1577500	-1946.205419915282	-1910.548013851174	-35.65740606410803	-1910.548013851174	-30.385845680011602	0.465587	2.424481	0.684584	0.412366	0.897088	3.294369	0.840536	0.467706	0.911169	0.004960560124996388	6.72643540250613	0.09594300522756455
1580000	-1957.695158362341	-1910.2313231377768	-47.46383522456425	-1910.2313231377768	-40.31293876656711	0.742693	4.655598	1.412960	0.046942	1.363957	1.349413	2.054075	0.750957	1.304257	0.00491264729797919	3.65214460265686	0.09594300522756455
1582500	-1949.111282342651	-1911.039803561582	-38.071478781069196	-1911.039803561582	-32.57067299475268	0.376010	4.228269	0.272427	0.283732	0.161555	0.847223	2.085961	0.016584	2.236881	0.0049937554915215985	8.903793665477727	0.09594300522756455
1585000	-1951.603189478175	-1911.0132183636495	-40.58997111452541	-1911.0132183636495	-35.6819867742277	1.107426	1.010007	0.587281	3.608107	0.023926	1.279653	0.023387	0.716652	0.726048	0.005096247378104794	8.903793665477727	0.09594300522756455
1587500	-1941.619758446142	-1911.900391947994	-29.719366498147924	-1911.900391947994	-25.04121839858254	0.486931	4.705553	0.155524	0.901482	0.053753	0.881838	0.864758	1.031795	0.443196	0.005037711728002376	8.903793665477727	0.027798502582524406
1590000	-1946.7528238326365	-1909.7415028390972	-37.01132099353926	-1909.7415028390972	-31.976735065742847	1.118937	0.672282	0.430979	0.718287	0.003018	2.829680	0.601899	1.475582	2.906221	0.004984296397324333	4.344570085415918	0.027798502582524406
1592500	-1939.635661921269	-1910.78744642639	-28.848215494878993	-1910.78744642639	-26.808324277728705	0.262660	0.996776	0.404544	2.047180	0.005588	1.590701	0.102467	1.303608	0.544078	0.005065367356263399	4.344570085415918	0.027798502582524406
1595000	-1945.3289506189674	-1906.9398800113634	-38.38907060760404	-1906.9398800113634	-33.72973003151442	1.667475	0.761009	0.443887	0.273153	0.142989	2.393432	0.428771	2.214295	1.899317	0.004995648633848652	4.677363411684546	0.1380953609631024
1597500	-1941.2715203608293	-1904.3095196446836	-36.96200071614559	-1904.3095196446836	-35.28405785040394	0.856203	2.789140	0.247868	0.158293	0.254008	1.461143	0.226298	0.177104	0.926606	0.005026182407784232	4.685090509684996	0.20694289406418853
1600000	-1944.502057947342	-1910.9717172247683	-33.530340722573854	-1910.9717172247683	-33.37012281047651	1.748933	0.694890	0.259092	0.018452	0.695247	0.175491	0.516138	0.854859	0.377759	0.005042347930633215	4.685090509684996	0.20694289406418853
1602500	-1948.7572262037681	-1912.726967553436	-36.03025865033223	-1912.726967553436	-35.22572391015636	1.034953	0.375072	1.265677	0.911128	0.875535	0.123443	0.676001	0.164402	0.097902	0.005080007809319218	4.89978433507998	0.5297900270229314
1605000	-1947.3003980330377	-1912.097581454907	-35.202816578130786	-1912.097581454907	-35.68648150603657	1.080440	0.481561	1.175850	0.455646	0.102442	0.136795	1.055593	0.031480	0.192416	0.0049692129388351726	4.432787909729192	0.5297900270229314
1607500	-1953.9148083111088	-1914.5887932183027	-39.32601509280606	-1914.5887932183027	-35.33644462687566	4.987851	0.863693	0.454417	0.556364	0.364664	0.125277	0.359046	0.060709	1.401550	0.004975816485412817	5.346850174958025	1.3775118481231388
1610000	-1951.16041390271	-1903.419506923307	-47.74090697940306	-1903.419506923307	-40.411299848033856	0.677249	0.744525	1.770221	4.062252	0.970187	2.800664	0.183650	0.387332	0.140619	0.00500570131465923	5.4996879186896575	1.1432668144252838
1612500	-1947.333842883647	-1900.4178952835205	-46.91594760012673	-1900.4178952835205	-39.612947725434005	1.426078	0.514145	3.164330	4.291558	1.346935	0.581308	0.044279	0.719626	0.027254	0.004948741140289362	6.2852343567076305	0.7007713551756278
1615000	-1939.522577354998	-1900.4644773730652	-39.05809998193285	-1900.4644773730652	-35.78961447660683	1.210737	1.587547	0.358648	0.163467	0.387677	2.625525	0.017875	0.852034	0.290699	0.00506532849736173	6.565696285092425	0.7007713551756278
1617500	-1937.8577546464214	-1904.0577373740355	-33.80001727238589	-1904.0577373740355	-33.73890376994228	1.553844	0.505573	0.265734	0.594912	0.006986	0.263171	0.026053	0.534583	0.903616	0.004973951407112998	6.565696285092425	0.31836438156947733
1620000	-1944.7920750156002	-1909.4009154385672	-35.391159577033065	-1909.4009154385672	-32.87242496413825	0.584933	1.529511	0.304053	0.383029	0.254365	0.349286	0.694285	0.468627	0.802745	0.0047938509215674436	5.202412862504784	0.40915060185953434
1622500	-1939.721604022894	-1901.2383570944662	-38.48324692842786	-1901.2383570944662	-34.67427650098529	0.721196	2.630491	0.052882	0.689592	1.206675	0.292558	0.345389	0.292974	0.919138	0.004970041768278562	4.106566794289685	0.4005520222013309
1625000	-1950.0714229032776	-1903.9017688079243	-46.16965409535326	-1903.9017688079243	-39.325706877881665	1.858418	2.244645	0.423244	0.659800	0.573070	1.297126	0.727405	0.067349	3.380102	0.004893902525361414	7.761153040007738	0.11041492886324396
1627500	-1946.1221038763379	-1904.760683178789	-41.36142069754903	-1904.760683178789	-29.809579123893112	0.842315	5.358261	0.092417	1.012324	0.489058	1.871318	0.675334	0.844669	3.246171	0.005191527210641207	7.761153040007738	0.18511499289152533
1630000	-1941.6631114029467	-1912.29840317548	-29.36470822746673	-1912.29840317548	-25.71269378583827	0.397102	0.601468	0.600289	1.581285	0.077912	2.265021	1.035120	0.335955	1.491001	0.005002021828489005	5.431158141107417	0.6689161395653126
1632500	-1941.7616143601606	-1905.7234351044306	-36.038179255730014	-1905.7234351044306	-35.75026417342279	0.866529	1.710571	0.998914	0.303983	0.046201	0.983191	0.018131	0.758784	0.198430	0.005054247744502006	3.7616365656429362	0.31909988317427757
1635000	-1950.6814332658575	-1910.2577786828797	-40.423654582977875	-1910.2577786828797	-38.288161224190546	0.658854	1.086111	1.127725	3.439435	0.294638	0.075966	0.076355	0.405833	0.254889	0.004972489794444669	5.044752276770931	0.31909988317427757
1637500	-1946.7400129302482	-1913.2480966608352	-33.4919162694129	-1913.2480966608352	-33.321786010130815	0.806874	0.449062	1.148573	1.034961	0.239578	0.777717	0.077701	0.067610	0.798643	0.0050461243723412645	5.044752276770931	0.24291829660965125
1640000	-1953.4846734513635	-1912.939563692661	-40.54510975870244	-1912.939563692661	-37.44122837862636	1.699059	0.363489	2.201641	1.927787	0.579345	0.536444	0.467229	0.164791	0.321172	0.005005058049271351	5.044752276770931	0.4863766734102016
1642500	-1948.476766461957	-1909.6352121840691	-38.841554277887695	-1909.6352121840691	-38.88128663480313	0.514993	1.025129	0.741059	0.748490	0.213325	0.032775	0.223720	0.071728	0.977327	0.005044150659842637	5.044752276770931	0.9203055565104161
1645000	-1951.982120489178	-1915.5821813200407	-36.39993916913717	-1915.5821813200407	-32.13282488068592	0.339385	1.184485	0.553108	0.972330	1.268467	0.440531	0.142116	0.211445	2.283128	0.004840587677013427	5.564494291756413	0.9203055565104161
1647500	-1944.732032032821	-1904.0738352849412	-40.65819674787994	-1904.0738352849412	-34.09851630973606	0.375368	3.104186	0.329049	0.523553	1.484667	0.743817	0.892657	1.667902	2.474373	0.005021053400567328	5.564494291756413	0.48167198357148727
1650000	-1941.46214823909	-1902.0106341610353	-39.45151407805478	-1902.0106341610353	-35.708545041409	0.545281	2.075563	0.128570	0.470262	0.263119	0.342501	0.852873	0.864420	2.206812	0.004945910886887974	5.564494291756413	0.48167198357148727
1652500	-1946.923963508494	-1905.3980853038606	-41.52587820463318	-1905.3980853038606	-37.15741694177418	1.288038	3.194245	0.480086	0.920025	0.390497	2.026438	0.010065	1.264644	0.387817	0.005044237302366476	5.564494291756413	0.12668375228767698
1655000	-1934.038716487903	-1900.6247974256962	-33.41391906220677	-1900.6247974256962	-29.435080748835748	0.781238	4.470433	0.228502	0.624726	0.079711	1.706347	0.232605	0.020572	1.381843	0.005012797903568383	5.564494291756413	0.421004336167288
1657500	-1939.8947285873096	-1899.8779396661403	-40.01678892116925	-1899.8779396661403	-31.706555304483754	0.395213	4.156685	0.544687	0.351746	0.158382	3.591468	2.188799	0.001055	1.215753	0.005165811916279994	5.564494291756413	0.421004336167288
1660000	-1946.906150931523	-1904.3729004288264	-42.533250502696525	-1904.3729004288264	-37.17689996374725	1.306738	1.981177	0.717913	0.828078	1.961603	2.425075	0.252131	0.107619	0.746870	0.004880686978035808	3.736244785937314	0.421004336167288
1662500	-1941.0763854863878	-1900.5474369438632	-40.52894854252459	-1900.5474369438632	-33.97992121723214	1.563359	2.381283	0.119288	0.883599	0.805307	1.202460	0.738248	1.937304	1.064891	0.004889240842302741	3.736244785937314	0.421004336167288
1665000	-1955.3837533533383	-1905.9340608989116	-49.44969245442677	-1905.9340608989116	-38.93019214092726	0.726750	9.378206	1.065352	0.378558	2.714962	0.693372	1.966820	1.239342	1.665848	0.004960412898990183	4.102576271927098	0.16826141856531113
1667500	-1948.5562176658655	-1905.138938240112	-43.41727942575342	-1905.138938240112	-40.757974190002116	0.664209	0.813275	0.139806	1.415564	1.781610	0.566067	0.518417	0.380385	1.275805	0.004978731367621925	4.102576271927098	0.16826141856531113
1670000	-1945.457418571707	-1903.5789204812252	-41.878498090481806	-1903.5789204812252	-37.500235418856356	0.628383	1.138165	1.050106	0.385158	0.589944	1.406385	2.667863	0.088830	1.786759	0.0049884415627219755	5.409463901276859	0.16826141856531113
1672500	-1951.4996942153277	-1914.2048291887972	-37.29486502653042	-1914.2048291887972	-33.885474191953364	0.383411	1.033168	0.452377	1.237560	0.904700	1.924071	0.243593	0.292377	1.327686	0.004930547769402152	7.205480787091271	0.296391040475305
1675000	-1946.8206580249173	-1912.636198123638	-34.18445990127934	-1912.636198123638	-30.573060421665726	0.176192	1.114909	1.125627	1.731666	0.964452	0.413345	0.744466	0.230630	1.321585	0.005015108082648903	7.205480787091271	0.296391040475305
1677500	-1944.1839276364992	-1905.3820497061035	-38.80187793039574	-1905.3820497061035	-37.4955183540856	0.846319	0.901049	0.245965	0.324119	0.394574	1.216225	0.166379	0.586475	1.038354	0.005036899851028627	7.205480787091271	0.296391040475305
1680000	-1936.2101568158757	-1901.8996529465946	-34.31050386928108	-1901.8996529465946	-32.392929568525304	0.875756	1.091621	0.238503	0.980626	0.159015	1.472567	0.080936	0.685254	0.828569	0.005048339495312624	5.887854308868182	0.4606832938616593
1682500	-1943.4828776967183	-1907.1218002988944	-36.36107739782403	-1907.1218002988944	-31.99039423620626	1.743939	0.436331	1.079619	2.702363	0.524865	1.014867	0.232445	0.491818	0.272577	0.004873934745055897	5.887854308868182	0.4606832938616593
1685000	-1938.8259987612464	-1902.677951529763	-36.14804723148335	-1902.677951529763	-32.61403681184562	0.592911	0.827399	1.720056	1.970087	0.069253	1.358488	0.967872	0.513703	0.352114	0.004934350045235649	6.227326062163292	0.2988501498138362
1687500	-1942.783737236305	-1901.612152217049	-41.171585019255815	-1901.612152217049	-38.183015112804014	0.327597	0.880971	2.489813	0.314597	0.051611	2.199920	0.630593	0.114372	0.900278	0.004945537609667614	6.055462518231309	0.2988501498138362
1690000	-1954.7774750389938	-1908.856940056793	-45.9205349822007	-1908.856940056793	-34.44660519241663	1.523283	0.486770	1.040041	5.329562	0.964697	0.740997	0.660363	0.629255	0.326258	0.004689467432749672	6.055462518231309	0.2988501498138362
1692500	-1954.3396267016296	-1915.4902548482828	-38.84937185334689	-1915.4902548482828	-31.96601024755929	0.309833	3.092059	0.398166	1.100904	0.349322	2.281745	0.197887	0.023882	0.766516	0.004748597340157829	6.196086084067977	0.5704492589967706
1695000	-1947.7986533408416	-1904.3796019921178	-43.41905134872375	-1904.3796019921178	-38.37754351520307	3.654211	0.446464	0.417546	1.618506	0.316576	1.537195	0.766774	0.028197	1.171113	0.004987145622364079	5.858987147121611	0.8683868969832845
1697500	-1954.2519699649392	-1902.3758288932484	-51.876141071690896	-1902.3758288932484	-39.85872978878451	3.681557	0.208989	1.094619	2.813852	1.190614	0.965259	0.269426	0.222672	0.670867	0.004663340231827398	5.391119000107821	0.8683868969832845
1700000	-1943.9100120195108	-1906.34861641514	-37.56139560437072	-1906.34861641514	-32.650998792709316	0.192212	1.086774	1.668144	1.532430	1.044694	2.004556	0.413147	0.048288	0.445357	0.004960987361843835	5.3668703226491	1.4699946730807596
1702500	-1941.2857264398535	-1901.764884307767	-39.5208421320864	-1901.764884307767	-33.48817263749842	0.586477	1.052536	0.629014	0.353996	1.448715	2.602895	0.122599	0.002481	2.961829	0.005055035601717747	5.3668703226491	1.647763773693315
1705000	-1937.7954261967093	-1900.6512748163118	-37.144151380397545	-1900.6512748163118	-35.0701323731057	0.634631	1.954150	0.368296	0.817504	0.769333	1.847421	0.038569	0.002190	0.235863	0.005075570603482987	5.3668703226491	0.5987330419202962
1707500	-1937.7887611006593	-1904.4213401622956	-33.36742093836379	-1904.4213401622956	-34.082200122263096	0.554262	0.860954	0.336010	0.275552	0.362421	0.697676	0.019407	0.031641	0.878240	0.004973116704673655	5.3668703226491	0.5987330419202962
1710000	-1933.7310426502709	-1902.9902332281383	-30.74080942213246	-1902.9902332281383	-26.645281139914843	0.242228	2.650110	0.373090	1.191367	0.435719	2.261803	0.184585	0.060160	1.579542	0.004996245730465912	5.3668703226491	0.4088969877693879
1712500	-1943.3838251149643	-1905.752023285527	-37.63180182943739	-1905.752023285527	-34.58779898083187	1.345701	0.544350	1.039514	1.004413	0.047792	2.174324	0.574500	0.006630	0.844981	0.005133337478099772	5.3668703226491	0.10933588034694715
1715000	-1948.8859241551006	-1906.6886361638028	-42.197287991297706	-1906.6886361638028	-35.47532860097776	1.759867	1.847059	0.289656	5.117863	0.288656	0.762315	0.175903	0.020645	0.183948	0.004845086668422155	6.160171278724528	0.2775437486650598
1717500	-1935.9287604052886	-1902.199014063901	-33.72974634138763	-1902.199014063901	-30.643955437880862	0.831195	2.550229	0.355647	0.182623	0.371148	1.346770	0.413320	1.061365	0.282067	0.004886532382141055	6.160171278724528	0.4378025516865976
1720000	-1953.3949075792657	-1916.6313994550715	-36.76350812419418	-1916.6313994550715	-32.9799934355551	0.591014	0.579285	0.527428	1.432266	0.079787	0.196900	0.133613	0.952025	1.554926	0.004775187605305509	7.404593903723926	0.1956777981326395
1722500	-1940.4136320639088	-1910.94238144348	-29.47125062042898	-1910.94238144348	-28.258694840545203	0.832157	0.678586	0.457818	1.340094	0.011326	0.462595	0.053040	0.848735	1.324336	0.005050657507589887	7.404593903723926	0.06868580698729293
1725000	-1939.6275515979514	-1903.2582714825528	-36.36928011539851	-1903.2582714825528	-34.48339868620483	0.458269	0.886547	0.096687	1.154206	0.030436	1.237123	0.022215	1.396680	0.599107	0.004943115282962234	5.27767975539912	0.06868580698729293
1727500	-1945.0702668877805	-1903.5896172892913	-41.480649598489286	-1903.5896172892913	-38.811746969347254	1.294338	0.601311	0.304126	0.422440	0.370187	2.238478	0.321245	1.452482	0.715734	0.004976939612380864	5.683137904880445	0.17258891963798195
1730000	-1953.912079361225	-1907.945034588821	-45.967044772404044	-1907.945034588821	-37.93575644098166	0.405394	1.524209	2.269138	0.185743	2.209730	3.363028	0.513668	0.234361	0.804361	0.004955382986999132	4.724336300851818	2.1927593826869756
1732500	-1947.1980591446456	-1904.0130892149405	-43.18496992970509	-1904.0130892149405	-34.48297010933404	0.765988	2.286637	0.398489	0.422513	0.433530	1.653793	0.108097	0.680494	4.426812	0.004897178509838349	4.724336300851818	2.7489065836509816
1735000	-1951.6291492705259	-1908.9240231896677	-42.705126080858285	-1908.9240231896677	-32.56035378880636	0.200617	7.833928	0.730784	1.175401	0.364320	2.199150	0.508886	1.007720	0.844644	0.005031003278178867	5.716618969407934	2.8724018302104133
1737500	-1951.9190627083742	-1902.6711143584369	-49.247948349937275	-1902.6711143584369	-37.182470710863605	0.157675	6.879601	1.014298	2.079859	0.889504	3.625135	0.399304	0.370212	0.203450	0.004984298960324849	7.499341613849506	2.8724018302104133
1740000	-1941.1312361538837	-1900.9651902216126	-40.16604593227104	-1900.9651902216126	-34.36611839120713	0.703454	1.148194	1.179232	0.495609	0.743775	2.797687	0.166662	0.110156	0.311868	0.004920803824507774	7.499341613849506	2.8724018302104133
1742500	-1944.9681305420597	-1907.3293768519904	-37.638753690069315	-1907.3293768519904	-31.79540942433467	1.022534	1.769177	0.323152	0.388634	0.046561	3.899118	0.262414	0.349526	0.332806	0.005019552810896211	5.265557507683584	2.8724018302104133
1745000	-1935.8105024804217	-1905.2503970222697	-30.56010545815197	-1905.2503970222697	-29.114078757780426	0.632455	0.679636	0.486615	0.500744	0.083518	0.345424	0.498739	0.333440	0.567681	0.005015998227199338	5.0765496833941475	2.8724018302104133
1747500	-1953.3786624996349	-1913.3263892393868	-40.05227326024799	-1913.3263892393868	-35.84274154716269	0.430194	1.999549	0.883189	0.006656	0.192715	0.578288	0.189919	0.340714	0.220608	0.005128184255570935	11.158847182837253	2.8724018302104133
1750000	-1957.8429971603734	-1914.6460650323527	-43.19693212802071	-1914.6460650323527	-37.5458077152679	0.458017	4.272345	0.225731	0.475729	0.090260	0.869446	0.099722	0.036396	0.149857	0.0051224368606967085	11.158847182837253	2.8724018302104133
1752500	-1948.0126306993332	-1903.5651459827511	-44.44748471658196	-1903.5651459827511	-37.30816251973802	0.737911	3.374587	0.579201	0.385468	0.102071	1.929730	0.237652	0.481216	0.632350	0.004757084555396278	7.63090667016878	1.1385934099941155
1755000	-1952.5049416486647	-1908.9883381820896	-43.516603466575056	-1908.9883381820896	-37.82874141334227	1.802272	1.300088	0.219587	0.231189	0.140551	3.593863	0.205023	0.978556	0.630316	0.004956048369477885	7.63090667016878	1.1385934099941155
1757500	-1940.5013407721508	-1905.2240305698142	-35.2773102023365	-1905.2240305698142	-35.31242480165756	0.247459	0.820783	0.495335	0.764654	0.268835	0.497225	0.048782	0.624611	0.351428	0.005013250575593534	7.63090667016878	0.4750607013976568
1760000	-1931.3778112522195	-1901.1488523681865	-30.228958884033176	-1901.1488523681865	-29.060658353638658	0.948843	0.576040	0.352568	0.540345	0.755936	1.890041	0.051564	0.231830	0.244595	0.004960392384638447	6.963107605746438	0.49398900030024856
1762500	-1944.5329531924874	-1908.3914728561422	-36.14148033634517	-1908.3914728561422	-31.58886333474876	1.585419	0.828280	0.174747	0.767870	0.232589	2.898912	0.874642	0.519775	0.153343	0.0048963733032102675	7.270762116368614	0.49398900030024856
1765000	-1942.166203087543	-1908.9606790929765	-33.205523994566406	-1908.9606790929765	-29.1849187110552	1.373766	2.030151	0.170996	0.627894	0.501362	1.460926	0.519170	1.634815	0.456601	0.004928978582120667	3.437201065175789	0.5876006356672893
1767500	-1945.4381460514692	-1908.9323041158495	-36.505841935619706	-1908.9323041158495	-31.994361371458673	1.190083	2.555369	0.187277	0.420226	0.153221	1.418882	0.157984	2.352619	0.469604	0.0048738114132508515	3.437201065175789	0.5876006356672893
1770000	-1945.2971269530321	-1907.6996872642103	-37.597439688821794	-1907.6996872642103	-28.04462806157243	0.581562	1.703677	0.258646	1.279919	0.879479	5.675475	0.225263	2.028684	0.308790	0.005034935866580021	10.304113390054242	0.7442803066139565
1772500	-1948.2068776018666	-1920.093439890536	-28.113437711330548	-1920.093439890536	-22.799731620655578	0.261179	3.211898	0.624948	0.487718	1.709902	2.506683	0.191734	0.271367	0.834641	0.004936462678000995	4.939142915521668	0.7442803066139565
1775000	-1946.8967301139887	-1903.9748704757758	-42.9218596382129	-1903.9748704757758	-32.55657167798935	0.324999	7.185111	0.986687	0.121031	0.927632	4.744469	0.186175	0.195549	1.825561	0.004869241768060655	4.939142915521668	0.7803813052210001
1777500	-1950.5127194708884	-1908.641435984262	-41.871283486626446	-1908.641435984262	-33.369370778515595	1.515484	0.811250	0.264992	0.077101	0.883132	5.209056	0.774955	0.126470	2.783997	0.0049272558138948805	6.5462535940562425	0.7803813052210001
1780000	-1943.0214366775508	-1904.780831175923	-38.24060550162796	-1904.780831175923	-33.02589423861193	0.651768	1.221884	1.149088	0.722556	1.274964	3.189961	0.076139	0.550365	0.963393	0.004913340208196702	6.933693723255921	0.20471200454417773
